L1	L2	L3	Other	Description	KO
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"pgm, phosphoglucomutase [EC:5.4.2.2]"	K01835
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"pmm-pgm, phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"	K15778
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"PGM2, phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]"	K15779
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"phnN, ribose 1,5-bisphosphokinase [EC:2.7.4.23]"	K05774
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"PRPS, prsA, ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"	K00948
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"edd, phosphogluconate dehydratase [EC:4.2.1.12]"	K01690
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"eda, 2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.16]"	K01625
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"kdgA, 2-keto-3-deoxy-gluconate aldolase [EC:4.1.2.-]"	K11395
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"gdh, glucose 1-dehydrogenase [EC:1.1.1.47]"	K00034
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E1.1.99.10, glucose dehydrogenase (acceptor) [EC:1.1.99.10]"	K00115
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"gcd, quinoprotein glucose dehydrogenase [EC:1.1.5.2]"	K00117
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E3.1.1.17, gluconolactonase [EC:3.1.1.17]"	K01053
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E1.1.99.3A, gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]"	K06151
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E1.1.99.3G, gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]"	K06152
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E1.1.1.215, gluconate 2-dehydrogenase [EC:1.1.1.215]"	K00090
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"kguK, dehydrogluconokinase [EC:2.7.1.13]"	K11441
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E1.1.1.43, phosphogluconate 2-dehydrogenase [EC:1.1.1.43]"	K00032
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E2.7.1.12, gntK, idnK, gluconokinase [EC:2.7.1.12]"	K00851
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"gnaD, gluconate dehydratase [EC:4.2.1.39]"	K05308
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"kdgK, 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"	K00874
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"E1.2.7.5, aor, aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]"	K03738
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"gk, glycerate 2-kinase [EC:2.7.1.165]"	K11529
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"ALDO, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K01623
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"fbaB, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K11645
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"FBA, fbaA, fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	K01624
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"K01622, fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"	K01622
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"K16305, fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]"	K16305
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"K16306, fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"	K16306
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"FBP, fbp, fructose-1,6-bisphosphatase I [EC:3.1.3.11]"	K03841
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"glpX, fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	K02446
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"glpX-SEBP, fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"	K11532
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"fbp3, fructose-1,6-bisphosphatase III [EC:3.1.3.11]"	K04041
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"PFK, pfk, 6-phosphofructokinase [EC:2.7.1.11]"	K00850
Metabolism	Carbohydrate Metabolism	Pentose phosphate pathway	ko00030	"pfkC, ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]"	K00918
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E3.1.1.11, pectinesterase [EC:3.1.1.11]"	K01051
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E4.2.2.2, pel, pectate lyase [EC:4.2.2.2]"	K01728
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E4.2.2.9, pectate disaccharide-lyase [EC:4.2.2.9]"	K01731
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E4.2.2.6, oligogalacturonide lyase [EC:4.2.2.6]"	K01730
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E5.3.1.17, kduI, 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]"	K01815
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.1.1.125, kduD, 2-deoxy-D-gluconate 3-dehydrogenase [EC:1.1.1.125]"	K00065
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"kdgK, 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"	K00874
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"eda, 2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.16]"	K01625
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E3.2.1.15, polygalacturonase [EC:3.2.1.15]"	K01184
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E3.2.1.67, galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"	K01213
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"uxaC, glucuronate isomerase [EC:5.3.1.12]"	K01812
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"uxaB, tagaturonate reductase [EC:1.1.1.58]"	K00041
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"uxaA, altronate hydrolase [EC:4.2.1.7]"	K01685
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"uxuA, mannonate dehydratase [EC:4.2.1.8]"	K01686
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"uxuB, fructuronate reductase [EC:1.1.1.57]"	K00040
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E3.2.1.31, GUSB, uidA, beta-glucuronidase [EC:3.2.1.31]"	K01195
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"KL, klotho [EC:3.2.1.31]"	K14756
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"UGT, glucuronosyltransferase [EC:2.4.1.17]"	K00699
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"GLCAK, glucuronokinase [EC:2.7.1.43]"	K16190
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"USP, UDP-sugar pyrophosphorylase [EC:2.7.7.64]"	K12447
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"UGDH, ugd, UDPglucose 6-dehydrogenase [EC:1.1.1.22]"	K00012
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"UGP2, galU, galF, UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"	K00963
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"CRYL1, L-gulonate 3-dehydrogenase [EC:1.1.1.45]"	K13247
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"dlgD, 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]"	K08092
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"lyxK, L-xylulokinase [EC:2.7.1.53]"	K00880
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"sgbH, 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]"	K03081
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"sgbU, hexulose-6-phosphate isomerase [EC:5.-.-.-]"	K03082
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"araD, L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"	K01786
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"sgbE, L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"	K03080
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"rpe, RPE, ribulose-phosphate 3-epimerase [EC:5.1.3.1]"	K01783
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"fae-hps, bifunctional enzyme Fae/Hps [EC:4.3.-.- 4.1.2.43]"	K13812
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"hxlA, 3-hexulose-6-phosphate synthase [EC:4.1.2.43]"	K08093
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"hxlB, 6-phospho-3-hexuloisomerase [EC:5.3.1.27]"	K08094
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"hps-phi, 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]"	K13831
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"araA, L-arabinose isomerase [EC:5.3.1.4]"	K01804
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"araB, L-ribulokinase [EC:2.7.1.16]"	K00853
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E2.7.1.17, xylulokinase [EC:2.7.1.17]"	K00854
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"xylA, xylose isomerase [EC:5.3.1.5]"	K01805
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.1.1.21, AKR1, aldehyde reductase [EC:1.1.1.21]"	K00011
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.1.1.10, L-xylulose reductase [EC:1.1.1.10]"	K03331
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E5.3.1.-,  [EC:5.3.1.-]"	K01820
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"rhaB, rhamnulokinase [EC:2.7.1.5]"	K00848
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"rhaD, rhamnulose-1-phosphate aldolase [EC:4.1.2.19]"	K01629
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"dalD, D-arabinitol 4-dehydrogenase [EC:1.1.1.11]"	K00007
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.1.1.9, D-xylulose reductase [EC:1.1.1.9]"	K05351
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"DHDH, dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]"	K00078
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"xdh, xylose dehydrogenase (NAD/NADP)"	K14273
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"K14274, D-xylonolactonase"	K14274
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"xad, D-xylonate dehydratase"	K14275
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"kdxD, 2-keto-3-deoxyxylonate dehydratase [EC:4.2.1.-]"	K14259
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.2.1.3, aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]"	K00128
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E2.7.1.47, D-ribulokinase [EC:2.7.1.47]"	K00875
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.1.1.56, ribitol 2-dehydrogenase [EC:1.1.1.56]"	K00039
Metabolism	Carbohydrate Metabolism	Pentose and glucuronate interconversions	ko00040	"E1.1.1.137, ribitol-5-phosphate 2-dehydrogenase [EC:1.1.1.137]"	K05352
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E3.2.1.78, mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"	K01218
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E2.7.1.4, scrK, fructokinase [EC:2.7.1.4]"	K00847
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E5.3.1.8, manA, mannose-6-phosphate isomerase [EC:5.3.1.8]"	K01809
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"pgi-pmi, glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]"	K15916
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"algA, xanB, rfbA, mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"	K16011
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E5.4.2.8, manB, phosphomannomutase [EC:5.4.2.8]"	K01840
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"pmm-pgm, phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"	K15778
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"manC, cpsB, mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"	K00971
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"GMPP, mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"	K00966
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E4.2.1.47, gmd, GDPmannose 4,6-dehydratase [EC:4.2.1.47]"	K01711
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E1.1.1.271, fcl, GDP-L-fucose synthase [EC:1.1.1.271]"	K02377
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"FPGT, fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]"	K00976
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"FUK, fucokinase [EC:2.7.1.52]"	K05305
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"fucI, L-fucose isomerase [EC:5.3.1.25]"	K01818
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"fucK, L-fuculokinase [EC:2.7.1.51]"	K00879
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"fucA, L-fuculose-phosphate aldolase [EC:4.1.2.17]"	K01628
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"yfaU, 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.-]"	K12660
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"yfaW, L-rhamnonate dehydratase [EC:4.2.1.90]"	K12661
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"rhaA, L-rhamnose isomerase [EC:5.3.1.14]"	K01813
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"rhaB, rhamnulokinase [EC:2.7.1.5]"	K00848
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"rhaD, rhamnulose-1-phosphate aldolase [EC:4.1.2.19]"	K01629
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E2.4.1.217, mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]"	K05947
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E3.1.3.70, mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]"	K07026
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"HK, hexokinase [EC:2.7.1.1]"	K00844
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PFK, pfk, 6-phosphofructokinase [EC:2.7.1.11]"	K00850
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E2.7.1.90, pfk, pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC:2.7.1.90]"	K00895
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"FBP, fbp, fructose-1,6-bisphosphatase I [EC:3.1.3.11]"	K03841
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"glpX, fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	K02446
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"glpX-SEBP, fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"	K11532
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"fbp3, fructose-1,6-bisphosphatase III [EC:3.1.3.11]"	K04041
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PFKFB, 6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase [EC:2.7.1.105 3.1.3.46]"	K01103
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E2.7.1.105, PFK, 6-phosphofructo-2-kinase [EC:2.7.1.105]"	K00900
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"TIGAR, fructose-2,6-bisphosphatase [EC:3.1.3.46]"	K14634
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E3.1.3.-,  [EC:3.1.3.-]"	K01112
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"mtlD, mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]"	K00009
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"srlD, sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]"	K00068
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E1.1.1.-,  [EC:1.1.1.-]"	K00100
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"KHK, ketohexokinase [EC:2.7.1.3]"	K00846
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"fruK, 1-phosphofructokinase [EC:2.7.1.56]"	K00882
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E1.1.1.14, gutB, L-iditol 2-dehydrogenase [EC:1.1.1.14]"	K00008
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E1.1.1.21, AKR1, aldehyde reductase [EC:1.1.1.21]"	K00011
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"xylA, xylose isomerase [EC:5.3.1.5]"	K01805
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E1.1.99.21, D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21]"	K08261
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E1.1.1.67, mtlK, mannitol 2-dehydrogenase [EC:1.1.1.67]"	K00045
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"dalD, D-arabinitol 4-dehydrogenase [EC:1.1.1.11]"	K00007
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"algD, GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"	K00066
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"algL, poly(beta-D-mannuronate) lyase [EC:4.2.2.3]"	K01729
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E2.4.1.-,  [EC:2.4.1.-]"	K00754
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"ALDO, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K01623
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"fbaB, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K11645
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"FBA, fbaA, fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	K01624
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"K01622, fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"	K01622
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"K16305, fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]"	K16305
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"K16306, fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"	K16306
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"TPI, tpiA, triosephosphate isomerase (TIM) [EC:5.3.1.1]"	K01803
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"pgk-tpi, phosphoglycerate kinase / triosephosphate isomerase [EC:2.7.2.3 5.3.1.1]"	K15330
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"E3.2.1.80, fructan beta-fructosidase [EC:3.2.1.80]"	K03332
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"rmd, GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]"	K15856
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Fru-EIIA, fruB, PTS system, fructose-specific IIA component [EC:2.7.1.69]"	K02768
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Fru-EIIB, fruA, PTS system, fructose-specific IIB component [EC:2.7.1.69]"	K02769
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Fru-EIIC, fruA, PTS system, fructose-specific IIC component"	K02770
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Man-EIIA, manX, PTS system, mannose-specific IIA component [EC:2.7.1.69]"	K02793
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Man-EIIB, manX, PTS system, mannose-specific IIB component [EC:2.7.1.69]"	K02794
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Man-EIIC, manY, PTS system, mannose-specific IIC component"	K02795
Metabolism	Carbohydrate Metabolism	Fructose and mannose metabolism	ko00051	"PTS-Man-EIID, manZ, PTS system, mannose-specific IID component"	K02796
