# Constructed from biom file																																																																																																																
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Penicillin and cephalosporin biosynthesis	9350	9263	10458	10383	3883	5962	7387	8108	9684	7869	7312	10720	23069	9730	11011	7126	8449	7570	9287	8506	5778	14452	7964	8031	8104	9645	9048	6107	10396	8160	8578	9755	8410	10339	12923	6808	7010	6849	10550	14282	6307	11974	9663	8008	7447	16267	15898	9128	22689	23371	10271	6989	4982	10362	10288	9278	9496	14120	11946	7986	22633	6214	6627	6895	11565	7169	9844	8349	6824	13780	7774	5395	6888	11283	8424	9810	5525	11485	5446	7156	12516	12960	7628	16019	9481	13151	11718	29385	8737	12009	12341	6893	8604	34383	9285	8159	9027	11312	14616	6544	8282	8307	7241	8032	14182	4704	7274	5330	4512	14968	7209	Metabolism; Biosynthesis of Other Secondary Metabolites; Penicillin and cephalosporin biosynthesis
Pentose and glucuronate interconversions	226891	300812	400521	289371	172704	176406	172120	234310	235405	205936	199515	244844	195652	281435	276488	232375	283420	215619	232162	261377	244889	210088	261380	192911	218179	244221	273827	319620	199098	190707	252405	242916	176600	226979	249984	292540	239037	239867	170889	203570	218399	249043	246909	207135	274864	238440	205946	217845	192287	359440	210972	155423	224159	172971	180645	289996	323053	204550	192662	228295	216320	319965	261317	186087	274906	176948	203777	199536	153161	307921	190018	136422	225670	251885	204922	176615	158066	192140	168782	153809	168881	219153	231927	263121	234924	195023	270922	283748	225050	189350	173359	231956	188037	311746	372235	213491	313423	269822	236037	254387	202657	190282	196555	222696	202208	214640	274218	125419	222836	195945	195588	Metabolism; Carbohydrate Metabolism; Pentose and glucuronate interconversions
Pentose phosphate pathway	418473	532797	712517	531574	345838	335531	346215	465453	472675	411759	378336	469309	383124	509074	483182	434417	503480	416783	443738	479693	405924	417749	507243	370015	411333	486379	524902	563475	387063	378263	466332	481188	347122	432392	468491	522783	436120	427184	326288	385164	406903	561333	490116	366548	473940	475943	435933	391252	375702	611074	394247	302892	415866	331981	340682	542190	575939	372811	349781	442894	422992	548823	449195	365107	511200	348630	388785	355785	297696	519974	369809	269581	416013	480866	384189	340821	305786	384529	327240	304048	308332	435129	434315	496342	451102	355291	517956	534277	431449	368147	353364	425621	354066	540567	614685	410495	543656	484962	475559	442821	391218	372883	386106	426260	377703	492353	477373	222182	389686	374776	339229	Metabolism; Carbohydrate Metabolism; Pentose phosphate pathway
Peptidases	883233	1069623	1392587	1155645	717164	713579	760926	1030859	1027343	901060	820626	1019641	779483	1047918	1015701	931054	1013909	877938	964040	1027803	869313	895092	1083933	804933	870878	1050048	1131831	1103821	866400	831259	973896	1057999	781106	962219	1002051	1051508	913057	793661	724676	783227	868713	1357380	1071735	767408	904665	833242	933401	701295	756678	1239913	850476	650252	938134	765550	849621	1125770	1176536	921190	817818	964963	775636	1010771	868967	798181	1084285	757527	815001	731556	643213	1048729	802280	574744	868069	1053497	813988	695438	655422	844869	700077	662567	766974	936589	902111	1002935	984745	866568	1118012	1066758	914963	805136	771873	889722	749867	1016300	1103794	887233	1147366	931014	1048922	850368	837481	811332	849135	916194	793322	1255443	898838	459563	745425	780588	686949	Metabolism; Enzyme Families; Peptidases
Peptidoglycan biosynthesis	411656	497639	659524	536779	322437	331477	347768	459036	470838	413226	380529	478620	332710	478866	469541	434245	479619	405846	450626	477634	364171	409405	464636	377319	405216	481764	521613	525270	407806	395022	456012	475988	361636	452259	439807	498241	397593	337408	334875	362661	378600	645751	481901	337378	420709	335320	376742	340240	319438	553638	397988	306846	453554	351351	385308	530497	524922	412397	368613	436257	311910	480890	406808	366853	508514	352428	383906	346398	303537	460375	385786	260946	408718	489274	384072	306237	305930	385018	324637	307632	347873	446839	427928	443503	457367	395911	514571	465599	426330	371880	349930	407023	345984	438330	490014	414264	524419	451048	474230	391214	391649	377176	390826	417461	368859	616988	428776	207092	366587	343956	312992	Metabolism; Glycan Biosynthesis and Metabolism; Peptidoglycan biosynthesis
Peroxisome	70491	82445	97450	87005	56914	55802	61272	82056	83889	69621	63412	79345	62081	80992	79274	69786	77606	67362	76249	76416	59799	74608	72974	63915	67758	80953	83857	77608	73580	68225	76447	84001	61691	74921	74510	74393	65732	60220	64920	61547	64227	93099	80649	58223	68754	62279	78219	47020	60537	89914	73174	51352	69440	71977	76059	83979	90488	94467	81706	70445	61525	74200	65582	59643	83674	58860	64958	64759	51604	73435	65656	45779	69888	80201	64268	55736	51121	69035	53660	53495	80510	75506	67750	69299	78351	88648	86894	77497	71832	69101	65167	67930	61567	72958	81585	67976	84610	70291	82989	66921	67430	64491	66054	70189	61832	71588	67496	38583	53328	63899	61522	Cellular Processes; Transport and Catabolism; Peroxisome
Pertussis	121	60	107	43	1187	224	1049	887	1763	188	162	209	1304	704	76	307	124	1018	139	165	2997	1227	617	156	73	312	191	199	2350	107	164	572	308	167	1536	3729	1366	833	2651	42	1482	1443	693	1590	1466	582	4357	338	1623	1502	1956	83	1196	4115	4641	306	61	7185	5420	499	542	1299	1481	177	414	161	192	2024	48	2548	452	299	142	240	41	778	100	1504	60	153	5854	94	249	811	243	6357	180	495	220	2078	1702	1493	2156	562	2015	81	115	177	2086	1406	337	57	668	299	28	514	1562	965	2094	1791	1737	Human Diseases; Infectious Diseases; Pertussis
Phagosome	0	0	0	0	289	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	828	0	0	0	2	0	542	18	256	540	331	0	830	100	0	325	146	236	868	166	34	316	334	0	16	731	435	1	0	880	832	0	6	730	210	0	0	0	0	69	0	917	0	0	0	0	0	0	0	0	0	0	549	1	0	155	0	502	2	43	0	131	0	25	846	1354	29	0	0	0	0	480	0	0	0	0	0	13	193	28	1	167	90	Cellular Processes; Transport and Catabolism; Phagosome
Phenylalanine metabolism	81292	99403	132195	106402	65924	66125	70385	93646	95224	84258	77290	96700	98411	96562	95626	85748	93328	84120	90828	94444	79035	91005	98115	75766	81274	99386	104675	103099	85397	80011	93382	98610	75375	91232	111648	104422	85380	73926	69806	84626	83155	113920	99676	76666	90711	85363	101209	79431	96382	142533	84592	62441	84546	72731	78709	106099	105950	84750	77397	90071	92281	103932	87434	75396	104674	71260	81003	74666	60797	110904	78283	52391	83597	99568	78224	66438	61712	83891	63986	62874	72665	95509	85287	109380	92489	80723	104983	132975	87921	76763	79676	88763	72389	140718	111871	84659	103117	94918	104737	87214	79035	75382	78591	84818	86481	102032	91727	43848	75347	81390	68600	Metabolism; Amino Acid Metabolism; Phenylalanine metabolism
"Phenylalanine, tyrosine and tryptophan biosynthesis"	428709	522058	708978	563927	341140	334083	359175	473914	474281	432463	393369	501011	365843	507413	503024	440759	498322	409539	466563	500327	422239	426169	509175	390031	417240	501579	548509	556025	434447	393179	470438	497604	377135	473129	479963	523947	447783	381347	356270	384167	432954	667433	513342	361407	449482	361817	409939	376261	350975	632332	427796	310415	442850	384649	425018	540119	558790	467183	414324	464937	346638	512446	432162	372866	538228	359164	387034	359887	309073	529621	384750	267930	419805	504197	399891	316835	310958	399769	332542	316699	392167	462039	432442	512203	473866	439824	546683	523982	437809	399341	362889	433759	372398	523170	546432	425352	567949	475514	498261	415258	397905	386999	403818	435507	385795	606422	458439	220603	381455	385082	333635	"Metabolism; Amino Acid Metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis"
Phenylpropanoid biosynthesis	77843	86526	111247	107112	58673	56004	62264	87819	80705	78593	74760	99036	47210	91889	99274	78072	80889	68139	86517	98701	104340	63176	107013	72157	71476	85489	97947	90282	59881	65843	80490	89299	65302	87974	78567	73923	92874	84755	57816	55449	84301	90822	96524	74043	77458	54794	60582	40417	42868	117955	62630	53544	57165	56476	66257	87071	104717	71983	63819	93930	44316	70939	72061	65980	102754	67745	63782	57847	55731	101959	61505	48167	75321	90708	70132	57124	55710	69233	59403	56644	60815	70689	69089	90880	86173	65398	106447	69613	69779	65104	55541	72765	58800	58498	104783	74894	122418	65454	75916	64382	68698	63782	77891	81457	61348	49919	66734	40246	47480	60404	55013	Metabolism; Biosynthesis of Other Secondary Metabolites; Phenylpropanoid biosynthesis
Phosphatidylinositol signaling system	39055	44045	63394	48605	30084	29755	33633	44948	47231	38657	35621	44273	47866	46053	45540	40869	43133	38491	41579	43310	42073	44543	45949	35146	36586	44786	50055	51031	37925	36132	43334	45986	34406	41472	49454	43054	33614	32121	30948	38402	32716	63906	46441	36379	37827	47843	50746	37009	46894	65974	35675	28790	43226	32750	35250	49420	48283	39711	35032	41305	46959	43265	36976	34360	47682	33297	36853	30857	29011	55091	34893	25920	35402	45483	34316	34303	28020	41271	29517	28837	34061	43130	39416	51420	42949	38590	45944	62741	40013	34164	38789	30884	31331	67733	45483	37857	49182	45345	50481	33959	36311	35348	37095	39393	39463	66047	38975	18579	32899	40030	24697	Environmental Information Processing; Signal Transduction; Phosphatidylinositol signaling system
Phosphonate and phosphinate metabolism	25305	33148	51098	30100	17499	19984	20127	24254	24633	22233	21018	24761	24206	29600	30809	26493	33842	23197	24940	25881	24523	25142	24886	20853	24011	27245	30755	44922	22280	22633	29458	26304	21324	25048	30078	35869	21139	18775	17911	22896	19318	22207	26149	22792	37153	27290	20873	34588	23721	42636	22798	16764	25638	19012	22282	34137	29206	24046	21770	21807	25074	46782	35300	20634	29819	18828	22588	27429	16111	38197	22557	14843	24274	26930	23610	18459	17345	21165	17985	16792	20501	26400	26026	29041	25758	22614	28323	36908	25923	18830	21139	19405	21043	42227	43376	23579	34211	38551	29105	33808	22871	21864	20208	23354	24270	21677	37444	12965	31618	20937	19702	Metabolism; Metabolism of Other Amino Acids; Phosphonate and phosphinate metabolism
Phosphotransferase system (PTS)	129648	176879	218137	191493	124997	113288	112195	173311	134419	143459	124070	153192	129543	165171	142471	172655	157359	159753	139562	176754	138472	105521	281138	112353	137470	192084	189072	129428	129991	111563	138985	175005	116055	130886	189597	171226	230843	240758	120241	125326	206489	203953	192293	147330	172490	239832	131100	79542	138049	156451	143470	97982	130711	99728	106908	185463	226961	82993	89512	167781	152746	175522	150682	131252	164968	117111	124575	111854	87057	134279	95422	90081	136378	191572	117526	110451	99506	94716	131666	99896	71095	113071	153358	156561	144954	78875	196731	174026	137541	135694	81975	176076	132376	122494	237338	137092	191641	103518	130180	175824	131147	123929	125559	172895	101081	136240	138963	89552	90503	123019	163182	Environmental Information Processing; Membrane Transport; Phosphotransferase system (PTS)
Photosynthesis	198731	214278	246150	233157	217018	149038	201857	258860	297572	182531	167985	208632	225271	248801	217818	206115	203021	225036	193416	220033	341059	236743	269678	162571	172971	214608	235144	200070	141063	152587	195313	237226	170263	189432	259323	163375	202944	239325	135543	161754	187204	201699	247498	264646	136891	231858	429334	109249	242078	291498	137583	134523	111279	128173	148404	217885	262645	163539	143546	225837	214624	131669	142017	156545	218855	154794	171228	115491	129287	333191	167842	133061	190781	217783	153961	197871	127754	244833	147442	136153	133403	176127	180688	242267	204745	146816	233964	227045	189454	146622	226822	187339	126920	220563	179507	167682	262752	161706	304231	129830	178056	167177	202965	201593	143224	109375	144486	103820	96507	183804	133569	Metabolism; Energy Metabolism; Photosynthesis
Photosynthesis - antenna proteins	1432	595	1462	242	18908	3464	17391	14854	29342	2312	2261	3077	21607	11700	514	4348	1560	16099	1772	2414	45067	20009	10204	2193	786	4798	2992	2988	30	1581	1934	9486	4892	2465	15304	98	68	13158	38	582	98	38	11407	25840	38	7382	72911	5066	27047	5117	17	1186	51	38	30	4420	561	51	51	8313	6545	64	1636	2669	170	2584	2350	4	608	36208	7348	4658	2176	2754	323	12788	1152	25160	744	2486	34	884	3638	6885	3668	4	2758	5130	2958	17	26218	153	30	8060	17	952	1500	2656	35020	17	5096	799	10612	4199	174	140	34	34	30	404	68	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins
Photosynthesis proteins	200477	215647	248377	234376	237361	153022	220557	275207	328814	185550	170948	212455	248704	261427	218989	211281	205495	242401	196025	223469	389098	258034	281089	165419	174490	220274	238742	203473	141863	154526	197734	247766	175691	192657	276326	164793	204304	253836	136418	162729	188321	203287	260504	292413	138436	240292	506819	114858	271376	297623	138500	136054	111526	128885	149069	222898	264077	163804	143937	235121	222127	133161	144811	159709	219973	157902	174146	116581	130190	372064	175856	138290	193801	221492	154770	211543	129489	271692	148809	139223	133781	177216	184731	249968	209196	147075	237862	232753	192913	147555	254779	188562	127924	229539	180934	169117	265213	164797	341595	131303	183851	168256	214556	206883	143753	109730	145295	104206	97247	184610	134636	Metabolism; Energy Metabolism; Photosynthesis proteins
Phototransduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Sensory System; Phototransduction
Phototransduction - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Sensory System; Phototransduction - fly
Plant-pathogen interaction	88807	101697	129135	113538	68030	69647	73181	99388	97127	91642	82963	105271	65355	97068	102625	90504	98740	84482	98539	103402	81085	81684	105671	81824	86945	103714	112893	108950	79777	85534	96305	102065	78277	95750	94115	91969	88585	84981	67058	75463	83349	122312	103487	75544	83514	76511	72950	68351	61357	121332	80446	65139	89440	65921	69381	109073	107794	74339	69664	97508	67932	88464	80953	79136	110841	77257	80834	68386	64940	97492	79487	57434	87985	102655	82267	66398	66857	79938	69943	66359	64703	92877	86729	102541	98833	73507	113052	96492	87956	75429	69891	84823	67181	87450	103679	88637	119385	89938	91119	76716	83757	79817	87471	90689	76875	101665	79610	41093	64978	74662	65673	Organismal Systems; Environmental Adaptation; Plant-pathogen interaction
Polycyclic aromatic hydrocarbon degradation	50694	58013	72838	59115	48442	38049	39406	55023	57878	44836	41737	51358	46245	56779	55002	53892	56749	50822	48506	56182	56202	47892	58548	40200	45952	52815	60733	62289	39191	41918	52581	51009	40062	45202	58435	53388	47247	50535	31848	45344	45772	69860	52334	49825	43919	57042	57128	41330	45774	79529	37384	35681	46566	33472	38509	60526	64479	41335	35784	51655	52091	50185	44619	40705	56539	39005	46237	34396	32845	68176	42249	30340	49504	53258	40659	42148	33560	45424	38677	31919	33112	47718	49747	64728	49048	39023	52972	65019	48733	35094	41420	48053	33906	65441	55436	44498	64887	52082	53995	41194	43341	42578	45655	48565	41361	71913	49066	24920	38486	46405	32544	Metabolism; Xenobiotics Biodegradation and Metabolism; Polycyclic aromatic hydrocarbon degradation
Polyketide sugar unit biosynthesis	85864	108887	152626	110975	65781	62832	71219	97764	94411	82555	74734	92823	75906	104016	102946	87457	102726	81417	87898	95376	100595	89645	114970	73538	80973	99852	109837	109246	89987	69298	93572	102937	72554	90365	101575	105482	96745	82361	77040	76596	93331	139977	104554	81365	89971	80657	97242	75161	75575	128491	86167	56476	85515	85097	92450	104195	123789	107557	92974	90240	71995	105504	86370	67634	104484	65441	71655	72857	57954	117257	68787	52336	81962	101275	75906	63603	56517	79974	64696	59846	88316	86667	83804	100665	92985	98036	108159	106777	87303	84805	73950	86601	80609	115738	114080	79290	116482	94863	102495	87356	76081	75860	75686	88668	71676	118033	96862	48448	76483	84960	67385	Metabolism; Metabolism of Terpenoids and Polyketides; Polyketide sugar unit biosynthesis
Pores ion channels	86517	94265	116990	95665	93709	65811	78183	96467	115759	76517	70213	89117	148950	98916	96736	84054	93217	90642	82979	90395	113143	113381	87036	69939	76023	88768	95552	104544	93717	74734	86105	90635	73529	80446	129998	115202	84437	82949	81669	98921	83826	125491	93589	106971	93135	120831	171041	96028	151601	181188	89095	62452	90901	92324	103661	103075	94358	124809	105788	85426	143227	102264	91254	71435	96609	66499	85228	79371	54381	157272	77104	53220	77592	89245	69706	88412	57957	102109	60760	56638	104363	91316	82487	140569	83913	116380	93446	187155	82818	84048	103201	85829	79752	208386	117118	76750	103683	105548	130933	85565	76475	72504	82959	79164	94100	102708	95390	48577	83837	109514	73774	Unclassified; Cellular Processes and Signaling; Pores ion channels
Porphyrin and chlorophyll metabolism	471316	565895	729282	662546	419169	383037	414816	608378	614959	500428	468140	578833	407814	576323	553492	504819	525520	484936	540101	590951	532539	499600	652007	453249	464153	575917	630269	510394	430740	454999	517902	615903	417686	543717	573057	453956	515942	445036	369487	405183	508451	657560	621753	449265	421146	332122	616757	297429	405952	587666	408192	355313	385975	351206	355744	593504	693959	381009	368057	544482	305177	459479	399435	444563	592104	429327	434176	358234	364542	549564	424885	313923	463649	585591	429475	371978	362808	492469	390894	366144	316474	481722	481324	517457	555153	355742	637848	508821	489737	408463	431112	426054	384795	458411	497562	490378	627595	426640	580369	422689	450329	433472	487723	514524	411208	509396	401992	237742	294632	408683	340077	Metabolism; Metabolism of Cofactors and Vitamins; Porphyrin and chlorophyll metabolism
Prenyltransferases	141225	158363	203260	174833	123244	111017	125056	161921	172416	139316	126665	159184	162536	160856	156785	146588	151558	143458	149954	157045	144887	158855	162452	125679	133588	162386	172469	164373	136795	132491	150114	165511	126557	149586	178316	160134	137397	129787	120493	138132	135584	170618	166681	136144	135597	146410	189342	121828	160968	225581	129151	105132	116164	125577	135076	171968	169809	158378	140288	148835	155163	150600	132336	123990	167733	118928	134191	115764	100569	184884	131065	90274	135222	162757	125916	119748	101891	147692	108202	104358	131601	155783	138676	179957	153484	144368	173923	211403	143869	128276	139578	139237	119025	217987	161666	137800	171499	151151	184171	127328	133010	127521	136283	140081	136720	115851	138501	72634	113958	140595	107703	Metabolism; Metabolism of Terpenoids and Polyketides; Prenyltransferases
Primary bile acid biosynthesis	11067	15449	26587	14946	8901	6735	7380	11759	9281	10133	9592	11526	9876	14176	15720	12387	14926	9534	10465	13726	18202	8838	19422	8516	10444	13011	16703	20172	11214	6619	13691	12545	8578	10756	17663	16143	15414	14156	8437	10600	14959	25249	14440	12693	14960	10520	9590	13839	9797	27893	11331	6216	15573	11480	11792	13926	17776	14858	12736	13034	11153	17754	14384	8231	15747	7572	8034	8717	6547	22125	6430	6274	11677	11885	9428	7484	6517	8619	8191	6415	11181	9534	10362	20995	11336	13918	13963	18116	10965	9888	6786	12218	11582	23044	22506	9877	20789	14675	10553	13418	8733	8555	9221	11320	9171	27254	17329	6442	12522	12024	8579	Metabolism; Lipid Metabolism; Primary bile acid biosynthesis
Primary immunodeficiency	12815	18634	21919	18139	10179	9604	11266	17726	13299	14546	12258	14036	6909	18428	16232	14876	15850	13354	13798	15714	16259	10456	23293	11001	13791	17165	20041	15438	14438	8994	15650	17978	10993	12268	15583	16876	20074	20371	11430	10109	18729	29061	18196	11761	12507	16009	13533	5708	6955	19821	15754	7673	21738	13511	17399	15835	26099	16864	14076	17395	13766	12279	12273	11015	16873	9698	9569	7845	8613	15492	8460	9325	13897	16307	11324	9957	8710	10301	10548	9237	13647	10822	12593	16174	14922	15756	17535	10798	14058	13267	8032	19576	12462	9113	21043	12096	21136	8807	13326	12159	11558	11889	12270	15690	8234	29233	12957	8548	9157	12978	13328	Human Diseases; Immune System Diseases; Primary immunodeficiency
Prion diseases	1612	2135	2431	2280	600	924	1291	2674	1485	1708	1569	1899	604	2134	2081	1268	1824	1353	1741	1519	495	1554	1927	1451	1545	1814	1876	1044	359	1383	1961	2459	914	1360	1040	885	1076	953	517	1233	791	409	1784	515	877	604	1060	708	546	1371	452	702	517	578	451	1577	3878	524	733	1465	631	974	836	961	1562	1282	1062	595	959	381	1052	901	1824	2034	1158	816	1181	1035	1352	978	382	1201	1287	476	2030	331	1435	800	1713	337	802	949	563	470	867	1437	1974	1011	1082	972	1480	1131	1532	2143	1110	426	398	249	535	863	673	Human Diseases; Neurodegenerative Diseases; Prion diseases
